trade_no,sl_atr_ratio,mins_from_session_open,vwap_distance_atr,spread_at_entry,bos_count,range_exited,sweep_depth_atr,net_r,label,session,model,order_kind,bias,weekday
180,0.9615384615384615,106.0,2.7307692307692304,17.0,0.0,1.0,5.192307692307343,-1.04,loss,ASIA,IFVG,MARKET,SELL,Monday
181,2.532608695652174,26.0,0.9130434782608695,12.0,0.0,1.0,1.7826086956520355,-1.0,loss,NY,CHoCH,LIMIT_DEGRADED,SELL,Monday
182,2.906474820143885,38.0,0.60431654676259,12.0,0.0,1.0,1.136690647481962,-1.0025,loss,NY,IFVG,MARKET,SELL,Monday
183,2.166666666666667,98.0,0.5,12.0,1.0,1.0,7.333333333333431,-1.0082,loss,NY,CHoCH,LIMIT,SELL,Monday
184,1.3229166666666667,38.0,0.6979166666666667,17.0,0.0,1.0,4.2395833333335045,-0.0236,loss,ASIA,IFVG,MARKET,BUY,Tuesday
185,1.8448275862068968,76.0,1.1551724137931036,17.0,0.0,1.0,1.3965517241378371,-0.0093,scratch,ASIA,IFVG,MARKET,BUY,Tuesday
186,4.0,106.0,1.2407407407407407,17.0,2.0,1.0,0.05555555555592609,0.0,scratch,ASIA,CHoCH,LIMIT,BUY,Tuesday
187,1.196969696969697,44.0,1.6151515151515152,12.0,0.0,1.0,0.1757575757575537,-0.0025,scratch,NY,CHoCH,LIMIT_DEGRADED,BUY,Tuesday
188,1.457286432160804,60.0,1.3391959798994975,12.0,0.0,1.0,0.668341708542677,0.0,scratch,NY,IFVG,MARKET,BUY,Tuesday
189,1.8771929824561406,12.0,0.7543859649122807,17.0,0.0,1.0,1.0877192982454227,1.1402,win,ASIA,IFVG,MARKET,SELL,Wednesday
190,1.7537313432835822,25.0,4.880597014925373,12.0,1.0,1.0,0.507462686567042,-1.0,loss,NY,CHoCH,LIMIT,BUY,Wednesday
191,1.1767441860465115,43.0,3.041860465116279,12.0,1.0,1.0,0.7209302325582242,2.2806,win,NY,CHoCH,LIMIT,BUY,Wednesday
192,1.2244897959183674,40.0,0.4387755102040816,17.0,1.0,0.0,3.3979591836738594,-0.0167,scratch,ASIA,CHoCH,LIMIT,BUY,Thursday
193,1.641025641025641,60.0,0.5512820512820512,17.0,0.0,0.0,0.7435897435896502,7.5822,win,ASIA,IFVG,MARKET,BUY,Thursday
194,1.841025641025641,22.0,2.2717948717948717,12.0,0.0,1.0,0.13846153846152914,0.0,scratch,NY,IFVG,MARKET,BUY,Thursday
195,1.44311377245509,76.0,2.6526946107784433,12.0,0.0,1.0,2.4431137724550465,-1.0041,loss,NY,IFVG,MARKET,BUY,Thursday
196,1.8743961352657006,108.0,2.140096618357488,12.0,0.0,1.0,3.4251207729469306,-0.0052,scratch,NY,IFVG,MARKET,BUY,Thursday
197,1.2533333333333332,26.0,0.22666666666666668,17.0,1.0,1.0,0.12000000000019402,0.0,scratch,ASIA,CHoCH,LIMIT,SELL,Friday
198,1.2297297297297298,16.0,3.986486486486487,12.0,0.0,1.0,2.89189189189172,-1.0,loss,NY,IFVG,MARKET,BUY,Friday
199,2.677777777777778,22.0,3.2777777777777777,12.0,0.0,1.0,0.3444444444448891,-1.0041,loss,NY,IFVG,MARKET,BUY,Friday
200,5.321329639889197,33.0,0.8171745152354571,12.0,1.0,1.0,2.257617728531755,0.0,scratch,NY,CHoCH,LIMIT,BUY,Friday
201,2.0454545454545454,36.0,4.8068181818181825,17.0,0.0,1.0,2.6590909090910744,-1.0111,loss,ASIA,IFVG,MARKET,BUY,Monday
202,2.224137931034483,98.0,7.293103448275863,17.0,0.0,1.0,5.7241379310347655,-1.0155,loss,ASIA,IFVG,MARKET,BUY,Monday
203,1.6119402985074627,116.0,6.313432835820896,17.0,0.0,1.0,0.4477611940294435,0.0,scratch,ASIA,IFVG,MARKET,BUY,Monday
204,4.093922651933702,64.0,1.4364640883977902,12.0,0.0,1.0,3.7955801104971774,-1.0013,loss,NY,IFVG,MARKET,SELL,Monday
205,1.4745762711864407,32.0,3.6440677966101696,17.0,0.0,0.0,0.457627118644037,-0.0115,scratch,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Tuesday
206,1.696969696969697,62.0,3.2575757575757573,17.0,0.0,0.0,3.378787878787906,5.9366,win,ASIA,IFVG,MARKET,SELL,Tuesday
207,1.0358306188925082,30.0,2.5602605863192185,5.0,0.0,1.0,0.5114006514658515,1.1101,win,NY,IFVG,MARKET,SELL,Tuesday
208,1.8653846153846152,50.0,1.4807692307692308,9.0,0.0,1.0,2.307692307691958,-0.0309,loss,ASIA,IFVG,MARKET,BUY,Wednesday
209,1.8541666666666667,104.0,1.6041666666666667,13.0,0.0,1.0,0.08333333333325754,-0.0112,scratch,ASIA,CHoCH,LIMIT_DEGRADED,BUY,Wednesday
210,1.766990291262136,22.0,3.378640776699029,5.0,1.0,1.0,1.5145631067960634,2.0165,win,NY,CHoCH,LIMIT,BUY,Wednesday
211,1.232142857142857,32.0,2.392857142857143,16.0,0.0,1.0,3.1607142857142527,-1.029,loss,ASIA,IFVG,MARKET,BUY,Thursday
212,3.5636363636363635,64.0,2.4363636363636365,12.0,0.0,1.0,2.836363636363537,-1.0,loss,ASIA,IFVG,MARKET,BUY,Thursday
213,2.868421052631579,32.0,5.0131578947368425,6.0,0.0,1.0,1.4671052631579067,-0.0069,scratch,NY,IFVG,MARKET,SELL,Thursday
214,4.097222222222222,72.0,5.291666666666667,6.0,0.0,1.0,0.25694444444436865,-0.0119,scratch,NY,CHoCH,LIMIT_DEGRADED,SELL,Thursday
215,1.296296296296296,50.0,1.9814814814814814,15.0,0.0,1.0,3.111111111110808,-1.0286,loss,ASIA,IFVG,MARKET,BUY,Friday
216,1.6904761904761905,68.0,2.547619047619048,11.0,0.0,1.0,1.4047619047622513,-1.0563,loss,ASIA,IFVG,MARKET,BUY,Friday
217,2.0,84.0,2.7435897435897436,12.0,0.0,1.0,0.33333333333244713,0.0,scratch,ASIA,IFVG,MARKET,BUY,Friday
218,1.5753424657534245,40.0,2.6095890410958904,7.0,0.0,1.0,0.027397260273947687,-1.0043,loss,NY,CHoCH,LIMIT_DEGRADED,SELL,Friday
219,0.5928571428571429,56.0,2.7214285714285715,5.0,0.0,1.0,1.1999999999998832,-0.0602,loss,NY,IFVG,MARKET,SELL,Friday
220,2.1290322580645165,68.0,3.0725806451612905,5.0,0.0,1.0,0.7258064516129765,-1.0189,loss,NY,IFVG,MARKET,SELL,Friday
221,2.9397590361445785,34.0,1.6506024096385545,10.0,0.0,1.0,6.120481927710756,-1.0,loss,ASIA,IFVG,MARKET,BUY,Monday
222,2.914634146341464,112.0,1.6707317073170733,10.0,0.0,1.0,5.5000000000002665,-1.0084,loss,ASIA,IFVG,MARKET,BUY,Monday
223,2.2448979591836737,32.0,5.326530612244897,6.0,0.0,1.0,2.9081632653064937,0.0,scratch,NY,IFVG,MARKET,BUY,Monday
224,2.981132075471698,30.0,1.7547169811320755,12.0,0.0,1.0,1.6981132075473413,0.0,scratch,ASIA,IFVG,MARKET,SELL,Tuesday
225,0.8653846153846154,66.0,1.7884615384615385,9.0,0.0,1.0,2.1346153846156293,-1.0222,loss,ASIA,IFVG,MARKET,SELL,Tuesday
226,2.984375,80.0,1.453125,10.0,0.0,1.0,2.8593749999998863,5.8166,win,ASIA,IFVG,MARKET,SELL,Tuesday
227,1.0,28.0,0.4210526315789474,5.0,1.0,1.0,1.1473684210527848,-1.0105,loss,NY,CHoCH,LIMIT,BUY,Tuesday
228,2.141732283464567,70.0,0.31496062992125984,5.0,0.0,1.0,5.212598425196765,0.0,scratch,NY,IFVG,MARKET,BUY,Tuesday
229,2.8793103448275863,34.0,0.13793103448275865,15.0,0.0,1.0,4.534482758620878,-1.0,loss,ASIA,IFVG,MARKET,SELL,Wednesday
230,3.243243243243243,20.0,3.972972972972973,5.0,0.0,1.0,2.8783783783779113,0.0,scratch,NY,IFVG,MARKET,SELL,Wednesday
231,1.4161490683229812,86.0,1.826086956521739,5.0,1.0,1.0,6.86956521739127,1.4474,win,NY,CHoCH,LIMIT,SELL,Wednesday
232,2.620567375886525,18.0,0.6170212765957447,17.0,0.0,1.0,4.017730496453875,-0.0014,scratch,ASIA,IFVG,MARKET,SELL,Thursday
233,1.352112676056338,30.0,2.450704225352113,5.0,0.0,1.0,3.922535211267401,-1.0052,loss,NY,IFVG,MARKET,BUY,Thursday
234,1.5056179775280898,92.0,1.303370786516854,6.0,0.0,1.0,9.359550561797672,-1.0025,loss,NY,IFVG,MARKET,BUY,Thursday
235,1.9230769230769231,108.0,1.4871794871794872,5.0,0.0,1.0,0.3846153846154235,-1.0044,loss,NY,IFVG,MARKET,BUY,Thursday
236,2.32,8.0,2.9600000000000004,6.0,0.0,1.0,0.35999999999997573,-1.0057,loss,ASIA,IFVG,MARKET,BUY,Friday
237,3.142857142857143,44.0,2.4395604395604398,10.0,0.0,1.0,4.747252747252927,-1.0035,loss,ASIA,IFVG,MARKET,BUY,Friday
238,1.4205607476635513,88.0,2.074766355140187,10.0,0.0,1.0,6.411214953271147,-1.0197,loss,ASIA,IFVG,MARKET,BUY,Friday
239,1.2372881355932204,6.0,1.6271186440677967,7.0,0.0,1.0,1.0338983050845763,-0.0205,loss,NY,IFVG,MARKET,BUY,Friday
240,1.52,44.0,1.536,7.0,0.0,1.0,0.31200000000026196,1.1263,win,NY,CHoCH,LIMIT_DEGRADED,BUY,Friday
241,1.6790123456790123,10.0,1.222222222222222,9.0,1.0,0.0,0.6913580246912906,-1.0074,loss,ASIA,CHoCH,LIMIT,SELL,Monday
242,0.9819819819819819,58.0,0.8918918918918918,8.0,1.0,1.0,9.846846846847107,-0.0275,loss,ASIA,CHoCH,LIMIT,SELL,Monday
243,1.5113636363636365,76.0,1.125,7.0,0.0,1.0,1.215909090909277,-1.0075,loss,ASIA,IFVG,MARKET,SELL,Monday
244,1.943820224719101,16.0,5.404494382022471,5.0,0.0,1.0,0.6741573033706844,-1.0058,loss,NY,IFVG,MARKET,BUY,Monday
245,3.388888888888889,34.0,4.453703703703703,5.0,0.0,1.0,0.7777777777779125,-0.0055,scratch,NY,IFVG,MARKET,BUY,Monday
246,2.820895522388059,58.0,3.5895522388059695,5.0,0.0,1.0,0.43283582089546807,-0.0079,scratch,NY,CHoCH,LIMIT_DEGRADED,BUY,Monday
247,4.05,16.0,1.525,15.0,0.0,1.0,3.650000000000091,-1.0031,loss,ASIA,IFVG,MARKET,BUY,Tuesday
248,1.7471264367816093,65.0,1.4022988505747127,12.0,1.0,1.0,3.59770114942489,1.4934,win,ASIA,CHoCH,LIMIT,BUY,Tuesday
249,1.950354609929078,18.0,4.836879432624114,6.0,1.0,1.0,0.6453900709218826,-1.0145,loss,NY,CHoCH,LIMIT,BUY,Tuesday
250,1.844155844155844,26.0,4.428571428571429,7.0,0.0,1.0,0.1233766233766588,-1.0,loss,NY,IFVG,MARKET,BUY,Tuesday
251,1.4148471615720524,52.0,2.978165938864629,5.0,1.0,1.0,4.192139737991226,-0.0031,scratch,NY,CHoCH,LIMIT,BUY,Tuesday
252,2.290322580645161,14.0,1.6451612903225807,14.0,0.0,1.0,3.1451612903230206,1.5423,win,ASIA,IFVG,MARKET,SELL,Wednesday
253,1.7812499999999998,16.0,2.40625,7.0,0.0,1.0,2.0546875000000853,1.193,win,NY,IFVG,MARKET,BUY,Wednesday
254,1.4666666666666668,16.0,2.45,12.0,1.0,1.0,0.16666666666651508,0.0,scratch,ASIA,CHoCH,LIMIT,SELL,Thursday
255,1.956521739130435,40.0,2.130434782608696,16.0,0.0,1.0,1.2608695652178923,-0.0222,loss,ASIA,IFVG,MARKET,SELL,Thursday
256,2.2115384615384612,68.0,2.8269230769230766,16.0,0.0,1.0,0.3269230769223423,-1.0,loss,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Thursday
257,2.3019801980198022,46.0,8.014851485148515,9.0,0.0,1.0,2.826732673267345,-1.0,loss,NY,IFVG,MARKET,BUY,Thursday
258,1.1965317919075145,84.0,9.358381502890174,10.0,0.0,1.0,1.8381502890175092,5.2496,win,NY,IFVG,MARKET,BUY,Thursday
259,3.4969325153374236,62.0,3.631901840490798,17.0,0.0,1.0,1.2760736196318574,-0.0053,scratch,ASIA,IFVG,MARKET,BUY,Monday
260,2.4719626168224296,86.0,2.7663551401869158,8.0,0.0,1.0,0.45327102803728964,0.0,scratch,ASIA,IFVG,MARKET,BUY,Monday
261,1.8,50.0,5.021428571428572,7.0,0.0,1.0,3.8642857142856104,-1.0,loss,NY,IFVG,MARKET,SELL,Monday
262,1.6466165413533833,74.0,5.285714285714286,8.0,0.0,1.0,3.5789473684212165,-1.0183,loss,NY,IFVG,MARKET,SELL,Monday
263,1.4852941176470587,88.0,5.169117647058823,7.0,0.0,1.0,0.4264705882352406,5.7781,win,NY,IFVG,MARKET,SELL,Monday
264,1.4563106796116505,28.0,2.6310679611650483,18.0,0.0,1.0,1.2718446601941218,-1.0133,loss,ASIA,IFVG,MARKET,SELL,Tuesday
265,2.2840909090909087,48.0,3.0795454545454546,9.0,0.0,1.0,1.9204545454546074,1.1194,win,ASIA,IFVG,MARKET,SELL,Tuesday
266,1.3413173652694612,28.0,3.251497005988024,10.0,1.0,1.0,2.6407185628741643,-1.0045,loss,NY,CHoCH,LIMIT,BUY,Tuesday
267,1.221476510067114,50.0,3.6442953020134228,7.0,0.0,1.0,0.5503355704696034,-0.0055,scratch,NY,IFVG,MARKET,BUY,Tuesday
268,2.0571428571428574,72.0,3.8785714285714286,11.0,0.0,1.0,1.0785714285715846,5.524,win,NY,CHoCH,LIMIT_DEGRADED,BUY,Tuesday
269,2.6363636363636362,20.0,1.6515151515151516,15.0,0.0,1.0,3.5606060606059224,-1.0086,loss,ASIA,IFVG,MARKET,SELL,Wednesday
270,1.56140350877193,44.0,1.9122807017543864,5.0,1.0,1.0,0.7192982456141788,-1.0056,loss,ASIA,CHoCH,LIMIT,SELL,Wednesday
271,1.2056737588652482,92.0,1.546099290780142,18.0,0.0,1.0,0.1418439716313992,-1.0,loss,ASIA,IFVG,MARKET,SELL,Wednesday
272,2.5833333333333335,16.0,3.152777777777778,13.0,0.0,1.0,2.1319444444445583,0.0,scratch,NY,CHoCH,LIMIT_DEGRADED,SELL,Wednesday
273,1.1139240506329113,56.0,2.873417721518987,10.0,1.0,1.0,2.2594936708861795,-1.017,loss,NY,CHoCH,LIMIT,SELL,Wednesday
274,2.0318471337579616,76.0,2.8917197452229297,7.0,0.0,1.0,2.343949044585883,-0.0094,scratch,NY,IFVG,MARKET,SELL,Wednesday
275,2.5777777777777775,32.0,2.4,5.0,0.0,0.0,3.411111111111293,-1.0172,loss,ASIA,IFVG,MARKET,SELL,Thursday
276,2.1458333333333335,44.0,2.2500000000000004,16.0,0.0,1.0,0.3645833333332386,-1.0291,loss,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Thursday
277,3.8715596330275224,64.0,1.9816513761467889,15.0,0.0,1.0,3.2293577981651205,-0.0095,scratch,ASIA,IFVG,MARKET,SELL,Thursday
278,2.2849162011173183,42.0,4.005586592178771,5.0,1.0,1.0,0.7597765363129203,-1.0073,loss,NY,CHoCH,LIMIT,SELL,Thursday
279,1.3827160493827162,62.0,4.425925925925926,7.0,0.0,1.0,0.3395061728393377,-1.0089,loss,NY,IFVG,MARKET,SELL,Thursday
280,3.9798657718120802,98.0,4.8120805369127515,10.0,0.0,1.0,1.369127516778499,-1.0034,loss,NY,IFVG,MARKET,SELL,Thursday
281,1.541666666666667,60.0,1.2013888888888888,8.0,1.0,0.0,0.1666666666668309,5.1217,win,ASIA,CHoCH,LIMIT,SELL,Friday
282,2.1313868613138682,28.0,5.664233576642335,11.0,1.0,0.0,0.13868613138690114,0.0,scratch,NY,CHoCH,LIMIT,BUY,Friday
283,1.1671826625386996,58.0,2.4024767801857583,5.0,0.0,0.0,3.1114551083590487,0.0,scratch,NY,IFVG,MARKET,BUY,Friday
284,1.118881118881119,98.0,2.7132867132867133,5.0,1.0,0.0,0.2552447552447616,1.0656,win,NY,CHoCH,LIMIT,BUY,Friday
285,2.301470588235294,38.0,1.1691176470588236,18.0,0.0,1.0,0.4485294117647995,-0.016,scratch,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Monday
286,1.3455497382198953,19.0,3.680628272251309,13.0,1.0,1.0,2.628272251308891,-1.0039,loss,NY,CHoCH,LIMIT,BUY,Monday
287,1.7622641509433963,32.0,2.6528301886792454,5.0,0.0,1.0,3.309433962264144,-0.0021,scratch,NY,IFVG,MARKET,BUY,Monday
288,1.370689655172414,84.0,3.0301724137931036,13.0,1.0,1.0,1.0301724137930486,0.0,scratch,NY,CHoCH,LIMIT,BUY,Monday
289,2.212121212121212,32.0,0.030303030303030304,15.0,0.0,0.0,1.6818181818183746,-0.0137,scratch,ASIA,IFVG,MARKET,BUY,Tuesday
290,3.152173913043478,70.0,0.021739130434782608,11.0,0.0,0.0,1.4565217391300986,-0.0103,scratch,ASIA,IFVG,MARKET,BUY,Tuesday
291,1.3043478260869565,42.0,1.8181818181818181,8.0,0.0,1.0,3.126482213438678,1.303,win,NY,IFVG,MARKET,BUY,Tuesday
292,1.4516129032258065,42.0,2.967741935483871,13.0,1.0,1.0,2.354838709677478,-1.0222,loss,ASIA,CHoCH,LIMIT,BUY,Wednesday
293,3.5045045045045042,116.0,1.6576576576576576,10.0,0.0,1.0,6.396396396396724,1.4293,win,ASIA,IFVG,MARKET,BUY,Wednesday
294,2.65979381443299,8.0,5.31958762886598,7.0,0.0,1.0,1.1649484536078911,-1.0078,loss,NY,IFVG,MARKET,SELL,Wednesday
295,3.8505747126436782,38.0,1.4827586206896552,5.0,1.0,1.0,0.5114942528736207,-0.003,scratch,NY,CHoCH,LIMIT,SELL,Wednesday
296,1.2333333333333334,25.0,0.34444444444444444,19.0,1.0,0.0,1.2666666666665252,-1.009,loss,ASIA,CHoCH,LIMIT,BUY,Thursday
297,2.6805555555555554,48.0,0.4305555555555556,20.0,1.0,0.0,0.05555555555550503,4.1054,win,ASIA,CHoCH,LIMIT,BUY,Thursday
298,1.6592178770949721,26.0,0.0893854748603352,5.0,0.0,0.0,2.2905027932960387,1.2694,win,NY,IFVG,MARKET,BUY,Thursday
299,1.736842105263158,24.0,2.1710526315789473,16.0,0.0,0.0,1.5131578947369617,-0.0152,scratch,ASIA,IFVG,MARKET,BUY,Friday
300,1.936,14.0,4.696,9.0,0.0,1.0,2.168000000000029,0.0,scratch,NY,IFVG,MARKET,BUY,Friday
301,1.037037037037037,38.0,3.105820105820106,9.0,0.0,1.0,0.39682539682539686,-0.0102,scratch,NY,CHoCH,LIMIT_DEGRADED,BUY,Friday
302,1.1045454545454545,52.0,2.668181818181818,11.0,0.0,1.0,0.6227272727272231,0.0,scratch,NY,CHoCH,LIMIT_DEGRADED,BUY,Friday
303,2.0793650793650795,10.0,2.502645502645503,16.0,0.0,0.0,1.0105820105819336,-1.0153,loss,ASIA,IFVG,MARKET,BUY,Monday
304,2.724137931034483,62.0,2.718390804597701,20.0,0.0,0.0,5.637931034482727,0.0,scratch,ASIA,IFVG,MARKET,BUY,Monday
305,2.533536585365854,84.0,1.4420731707317076,17.0,0.0,0.0,0.6524390243902051,-0.0048,scratch,ASIA,IFVG,MARKET,BUY,Monday
306,1.8671875,29.0,1.390625,8.0,1.0,0.0,1.3046874999997016,-1.1381,loss,NY,CHoCH,LIMIT,BUY,Monday
307,2.9509433962264153,48.0,0.6716981132075472,5.0,0.0,0.0,1.3886792452831287,-1.0013,loss,NY,IFVG,MARKET,BUY,Monday
308,2.647840531561462,108.0,0.5913621262458473,9.0,0.0,0.0,2.797342192691054,-1.0,loss,NY,IFVG,MARKET,BUY,Monday
309,1.2276422764227644,50.0,2.4634146341463414,7.0,0.0,1.0,4.731707317073304,-0.0265,loss,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Tuesday
310,2.36,88.0,1.7314285714285713,13.0,0.0,1.0,0.6628571428570597,-1.0048,loss,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Tuesday
311,1.9145299145299148,20.0,3.8974358974358974,5.0,0.0,1.0,0.08547008547000774,0.0,scratch,NY,IFVG,MARKET,SELL,Tuesday
312,2.1153846153846154,52.0,2.505494505494505,9.0,0.0,1.0,1.9835164835165535,-0.0026,scratch,NY,IFVG,MARKET,SELL,Tuesday
313,3.590243902439025,98.0,2.2243902439024392,8.0,0.0,1.0,2.2000000000001068,-0.0027,scratch,NY,IFVG,MARKET,SELL,Tuesday
314,2.6489361702127665,28.0,1.7340425531914894,17.0,0.0,0.0,2.0425531914894393,-1.008,loss,ASIA,IFVG,MARKET,SELL,Wednesday
315,1.6320754716981132,67.0,1.5377358490566035,15.0,1.0,0.0,1.9622641509433274,-1.0,loss,ASIA,CHoCH,LIMIT,SELL,Wednesday
316,1.888059701492537,84.0,1.216417910447761,18.0,1.0,0.0,0.2910447761196473,-1.004,loss,ASIA,CHoCH,LIMIT,SELL,Wednesday
317,2.1354166666666665,18.0,3.7708333333333335,10.0,0.0,0.0,2.1874999999999054,-1.0195,loss,NY,IFVG,MARKET,BUY,Wednesday
318,2.107142857142857,48.0,1.8469387755102042,6.0,0.0,1.0,3.142857142857301,1.3971,win,NY,IFVG,MARKET,BUY,Wednesday
319,1.852941176470588,36.0,3.191176470588235,16.0,1.0,0.0,0.0294117647058556,0.0,scratch,ASIA,CHoCH,LIMIT,BUY,Thursday
320,1.618421052631579,60.0,2.8552631578947367,13.0,0.0,0.0,0.5263157894738039,0.0,scratch,ASIA,IFVG,MARKET,BUY,Thursday
321,2.0294117647058822,76.0,2.127450980392157,15.0,0.0,0.0,0.1078431372550268,-1.0097,loss,ASIA,CHoCH,LIMIT_DEGRADED,BUY,Thursday
322,3.0,8.0,4.0272108843537415,6.0,1.0,1.0,0.6666666666666791,-1.0023,loss,NY,CHoCH,LIMIT,BUY,Thursday
323,1.3891625615763548,46.0,2.9162561576354684,5.0,1.0,1.0,0.20197044334990605,-0.0142,scratch,NY,CHoCH,LIMIT,BUY,Thursday
324,2.284974093264249,72.0,3.067357512953368,8.0,0.0,1.0,0.2642487046630899,-0.0091,scratch,NY,CHoCH,LIMIT_DEGRADED,BUY,Thursday
325,2.4029126213592233,78.0,0.11650485436893203,14.0,0.0,1.0,8.179611650485393,-1.0061,loss,ASIA,IFVG,MARKET,SELL,Friday
326,2.3705882352941177,114.0,0.047058823529411764,20.0,0.0,1.0,4.937254901960753,-0.0008,scratch,ASIA,IFVG,MARKET,SELL,Friday
327,1.4785276073619633,40.0,8.343558282208589,10.0,0.0,1.0,2.9754601226993307,-1.0041,loss,NY,IFVG,MARKET,SELL,Friday
328,1.9259259259259258,60.0,10.074074074074073,11.0,1.0,1.0,0.3259259259259663,1.1923,win,NY,CHoCH,LIMIT,SELL,Friday
329,1.392156862745098,10.0,0.9019607843137255,18.0,1.0,1.0,2.588235294117968,-1.0141,loss,ASIA,CHoCH,LIMIT,BUY,Monday
330,1.372093023255814,36.0,1.0697674418604652,16.0,0.0,1.0,0.34883720930200834,-1.0339,loss,ASIA,IFVG,MARKET,BUY,Monday
331,1.7945205479452055,58.0,1.2602739726027399,19.0,0.0,1.0,2.7534246575339227,-1.0382,loss,ASIA,IFVG,MARKET,BUY,Monday
332,1.3446327683615817,38.0,14.570621468926554,8.0,0.0,1.0,2.1242937853106008,2.6555,win,NY,IFVG,MARKET,SELL,Monday
333,1.602409638554217,21.0,3.987951807228916,16.0,1.0,0.0,0.6867469879520045,-1.0075,loss,ASIA,CHoCH,LIMIT,BUY,Tuesday
334,3.7058823529411766,36.0,3.894117647058824,20.0,0.0,0.0,1.6941176470588877,-1.0063,loss,ASIA,IFVG,MARKET,BUY,Tuesday
335,2.5472972972972974,14.0,4.9324324324324325,9.0,0.0,1.0,3.8648648648650368,-1.0053,loss,NY,IFVG,MARKET,SELL,Tuesday
336,3.00609756097561,32.0,4.451219512195122,7.0,0.0,1.0,0.9939024390244569,-1.0081,loss,NY,IFVG,MARKET,SELL,Tuesday
337,2.174863387978142,48.0,3.9890710382513657,5.0,0.0,1.0,1.7377049180326973,-1.0,loss,NY,IFVG,MARKET,SELL,Tuesday
338,1.5901639344262295,28.0,0.9672131147540983,14.0,1.0,0.0,0.9180327868851564,-1.0206,loss,ASIA,CHoCH,LIMIT,BUY,Wednesday
339,2.8095238095238093,46.0,0.9365079365079364,19.0,0.0,1.0,1.9841269841269842,-1.0226,loss,ASIA,IFVG,MARKET,BUY,Wednesday
340,3.830769230769231,74.0,0.4538461538461538,21.0,0.0,1.0,3.523076923076867,-1.002,loss,ASIA,IFVG,MARKET,BUY,Wednesday
341,1.4565217391304348,62.0,2.8532608695652173,8.0,0.0,1.0,3.6467391304348022,-1.0224,loss,NY,IFVG,MARKET,SELL,Wednesday
342,1.9333333333333333,76.0,2.9166666666666665,5.0,0.0,1.0,1.238888888888899,-0.0172,scratch,NY,IFVG,MARKET,SELL,Wednesday
343,1.6396396396396395,100.0,2.3648648648648645,11.0,0.0,1.0,1.9639639639638162,0.0,scratch,NY,CHoCH,LIMIT_DEGRADED,SELL,Wednesday
344,2.295774647887324,26.0,1.028169014084507,16.0,0.0,0.0,3.0140845070420745,-1.0184,loss,ASIA,IFVG,MARKET,SELL,Thursday
345,1.2459016393442623,56.0,1.1967213114754098,20.0,1.0,0.0,1.3442622950822356,-1.1053,loss,ASIA,CHoCH,LIMIT,SELL,Thursday
346,2.4320987654320985,78.0,0.9012345679012345,18.0,3.0,0.0,0.3209876543206957,-1.0152,loss,ASIA,CHoCH,LIMIT,SELL,Thursday
347,2.0522388059701493,32.0,6.022388059701492,14.0,0.0,1.0,2.6940298507463636,-1.0327,loss,NY,IFVG,MARKET,BUY,Thursday
348,2.654054054054054,36.0,4.3621621621621625,7.0,0.0,1.0,0.8000000000000098,-0.0204,loss,NY,CHoCH,LIMIT_DEGRADED,BUY,Thursday
349,1.7623762376237624,94.0,2.6633663366336635,9.0,0.0,1.0,4.689768976897702,-0.0094,scratch,NY,IFVG,MARKET,BUY,Thursday
350,1.169811320754717,30.0,2.283018867924528,25.0,0.0,0.0,0.7169811320756776,-0.0161,scratch,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Friday
351,2.4,56.0,3.025,26.0,0.0,0.0,1.0750000000007276,1.7083,win,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Friday
352,3.3286713286713288,32.0,3.8041958041958046,23.0,0.0,1.0,0.9230769230767196,-0.0063,scratch,NY,IFVG,MARKET,BUY,Friday
353,1.3688212927756656,56.0,2.0684410646387836,10.0,0.0,1.0,0.7718631178706257,-0.0056,scratch,NY,CHoCH,LIMIT_DEGRADED,BUY,Friday
354,2.0106382978723403,94.0,2.893617021276596,9.0,0.0,1.0,3.2393617021274954,-1.0159,loss,NY,CHoCH,LIMIT_DEGRADED,BUY,Friday
355,1.1694915254237288,27.0,1.2033898305084745,17.0,1.0,0.0,1.796610169491433,-1.087,loss,ASIA,CHoCH,LIMIT,BUY,Monday
356,1.3692307692307693,58.0,1.0923076923076922,17.0,1.0,1.0,6.292307692307916,-1.0899,loss,ASIA,CHoCH,LIMIT,BUY,Monday
357,3.988505747126437,88.0,0.40804597701149425,15.0,0.0,1.0,4.7528735632183805,-1.0216,loss,ASIA,IFVG,MARKET,BUY,Monday
358,3.1908396946564883,54.0,2.7786259541984735,8.0,0.0,1.0,5.458015267175642,-0.0072,scratch,NY,IFVG,MARKET,BUY,Monday
359,2.795238095238095,108.0,1.7333333333333334,8.0,0.0,1.0,3.2714285714285194,1.2692,win,NY,IFVG,MARKET,BUY,Monday
360,1.4516129032258065,51.0,1.806451612903226,18.0,1.0,1.0,2.435483870968094,-1.0,loss,ASIA,CHoCH,LIMIT,SELL,Tuesday
