trade_no,sl_atr_ratio,mins_from_session_open,vwap_distance_atr,spread_at_entry,bos_count,range_exited,sweep_depth_atr,net_r,label,session,model,order_kind,bias,weekday
1222,1.5985401459854014,55.0,9.521897810218977,16.0,1.0,1.0,2.5036496350365427,-1.0091,loss,NY,CHoCH,LIMIT,SELL,Tuesday
1223,1.9525691699604746,82.0,10.312252964426879,11.0,0.0,1.0,1.6956521739130292,-1.0081,loss,NY,IFVG,MARKET,SELL,Tuesday
1224,1.4577464788732395,70.0,2.6126760563380285,5.0,0.0,1.0,2.1126760563380285,-1.0386,loss,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Wednesday
1225,2.095890410958904,98.0,2.541095890410959,15.0,0.0,1.0,1.5136986301370112,1.0817,win,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Wednesday
1226,1.6,8.0,3.2518518518518515,15.0,1.0,1.0,1.0888888888890775,6.5093,win,NY,CHoCH,LIMIT,SELL,Wednesday
1227,1.1176470588235294,14.0,0.4957983193277311,15.0,1.0,1.0,2.252100840335997,-1.0,loss,ASIA,CHoCH,LIMIT,BUY,Thursday
1228,1.2058823529411764,39.0,0.43382352941176466,5.0,1.0,1.0,1.4999999999999731,7.5876,win,ASIA,CHoCH,LIMIT,BUY,Thursday
1229,3.4023437500000004,34.0,1.5546875,8.0,0.0,1.0,3.61328125,-1.0126,loss,NY,IFVG,MARKET,BUY,Thursday
1230,3.251231527093596,72.0,1.9605911330049264,5.0,0.0,1.0,2.2857142857144472,1.5991,win,NY,IFVG,MARKET,BUY,Thursday
1231,1.7257142857142858,24.0,0.5428571428571428,10.0,0.0,1.0,0.12000000000002078,-1.1887,loss,NY,IFVG,MARKET,SELL,Friday
1232,1.403361344537815,40.0,0.39915966386554624,5.0,0.0,1.0,1.0924369747900688,3.294,win,NY,IFVG,MARKET,SELL,Friday
1233,0.8323699421965318,26.0,1.0578034682080926,15.0,1.0,1.0,2.965317919074945,-1.0,loss,ASIA,CHoCH,LIMIT,SELL,Monday
1234,2.119791666666667,46.0,0.9531250000000001,5.0,0.0,1.0,3.3385416666668277,-1.0,loss,ASIA,IFVG,MARKET,SELL,Monday
1235,1.3043478260869565,62.0,1.1366459627329193,62.0,0.0,1.0,0.18012422360246186,-1.0381,loss,ASIA,IFVG,MARKET,SELL,Monday
1236,1.457142857142857,19.0,0.6095238095238095,15.0,1.0,1.0,1.6952380952382857,-1.0,loss,NY,CHoCH,LIMIT,BUY,Monday
1237,2.008,29.0,0.512,11.0,1.0,1.0,0.9200000000000728,-1.0159,loss,NY,CHoCH,LIMIT,BUY,Monday
1238,2.1401869158878504,68.0,0.5981308411214953,14.0,1.0,1.0,0.5981308411213763,1.1572,win,NY,CHoCH,LIMIT,BUY,Monday
1239,3.4343434343434343,16.0,0.33333333333333337,16.0,0.0,1.0,4.000000000000036,-1.0176,loss,ASIA,IFVG,MARKET,BUY,Tuesday
1240,3.6967213114754096,40.0,0.27049180327868855,12.0,0.0,1.0,3.516393442622921,5.4388,win,ASIA,IFVG,MARKET,BUY,Tuesday
1241,1.92,80.0,7.720000000000001,10.0,0.0,1.0,0.6400000000001456,1.6833,win,NY,CHoCH,LIMIT_DEGRADED,BUY,Tuesday
1242,2.888888888888889,70.0,3.5470085470085477,15.0,0.0,1.0,6.256410256410397,1.4527,win,ASIA,IFVG,MARKET,SELL,Wednesday
1243,1.422818791946309,14.0,1.2818791946308725,13.0,0.0,1.0,3.3221476510065893,0.0,scratch,NY,IFVG,MARKET,SELL,Wednesday
1244,2.581699346405229,50.0,1.2483660130718954,15.0,0.0,1.0,0.9281045751634462,-0.0025,scratch,NY,IFVG,MARKET,SELL,Wednesday
1245,1.4342857142857142,74.0,1.0914285714285714,9.0,0.0,1.0,0.9828571428572884,1.3546,win,NY,CHoCH,LIMIT_DEGRADED,SELL,Wednesday
1246,1.5772357723577235,20.0,2.3008130081300813,15.0,1.0,1.0,0.37398373983742794,-1.0052,loss,ASIA,CHoCH,LIMIT,BUY,Thursday
1247,1.6474358974358974,47.0,1.814102564102564,22.0,1.0,1.0,2.9166666666664915,-1.0195,loss,ASIA,CHoCH,LIMIT,BUY,Thursday
1248,2.0530973451327434,74.0,2.504424778761062,14.0,0.0,1.0,1.0530973451327919,-0.0043,scratch,ASIA,IFVG,MARKET,BUY,Thursday
1249,2.2376237623762374,42.0,0.13366336633663367,15.0,0.0,1.0,1.2574257425742394,1.9469,win,NY,IFVG,MARKET,SELL,Thursday
1250,1.9341317365269461,26.0,0.1437125748502994,18.0,0.0,1.0,5.586826347305346,4.4606,win,ASIA,IFVG,MARKET,SELL,Friday
1251,1.2459016393442623,12.0,1.4836065573770492,15.0,0.0,1.0,0.9016393442622206,-1.0,loss,NY,IFVG,MARKET,SELL,Friday
1252,1.6232876712328768,22.0,1.2397260273972603,15.0,1.0,1.0,0.8835616438355915,-1.0169,loss,NY,CHoCH,LIMIT,SELL,Friday
1253,2.736559139784946,32.0,0.9731182795698925,15.0,0.0,1.0,0.3387096774194135,-1.0,loss,NY,CHoCH,LIMIT_DEGRADED,SELL,Friday
1254,2.5328947368421053,28.0,4.598684210526316,5.0,0.0,1.0,0.9276315789472727,-0.0052,scratch,NY,IFVG,MARKET,BUY,Monday
1255,1.8297872340425534,102.0,2.4787234042553195,8.0,0.0,1.0,5.631205673758904,-0.0097,scratch,NY,IFVG,MARKET,BUY,Monday
1256,3.025641025641026,26.0,0.7948717948717949,14.0,0.0,0.0,2.0598290598293243,0.0,scratch,ASIA,IFVG,MARKET,SELL,Tuesday
1257,1.601769911504425,66.0,0.8230088495575223,9.0,0.0,0.0,2.008849557522108,-1.0055,loss,ASIA,IFVG,MARKET,SELL,Tuesday
1258,2.5740740740740735,82.0,0.861111111111111,13.0,0.0,0.0,1.259259259258956,4.5658,win,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Tuesday
1259,0.4791666666666667,20.0,6.192708333333334,15.0,0.0,1.0,0.8177083333334186,-0.0326,loss,NY,IFVG,MARKET,SELL,Tuesday
1260,2.1043956043956045,102.0,6.532967032967033,15.0,1.0,1.0,7.28021978021978,5.6397,win,NY,CHoCH,LIMIT,SELL,Tuesday
1261,2.6486486486486487,62.0,1.7783783783783784,15.0,0.0,1.0,5.697297297297277,-1.002,loss,ASIA,IFVG,MARKET,BUY,Wednesday
1262,2.17816091954023,82.0,1.8908045977011494,15.0,0.0,1.0,0.2701149425286206,0.0,scratch,ASIA,IFVG,MARKET,BUY,Wednesday
1263,2.2679738562091503,40.0,1.326797385620915,15.0,0.0,1.0,0.4509803921568984,3.8239,win,NY,CHoCH,LIMIT_DEGRADED,SELL,Wednesday
1264,1.838095238095238,32.0,0.4476190476190476,15.0,1.0,0.0,0.30476190476206066,-1.0,loss,ASIA,CHoCH,LIMIT,SELL,Thursday
1265,3.947368421052632,54.0,0.41228070175438597,15.0,0.0,0.0,2.438596491228246,4.8771,win,ASIA,IFVG,MARKET,SELL,Thursday
1266,1.372670807453416,10.0,7.229813664596273,15.0,0.0,1.0,0.7018633540373348,-1.0181,loss,NY,IFVG,MARKET,SELL,Thursday
1267,1.3000000000000003,30.0,6.126315789473685,16.0,0.0,1.0,2.005263157894708,1.4494,win,NY,IFVG,MARKET,SELL,Thursday
1268,3.6054421768707483,14.0,0.034013605442176874,15.0,0.0,0.0,4.102040816326666,4.8554,win,ASIA,IFVG,MARKET,SELL,Friday
1269,2.7297297297297294,24.0,5.264864864864864,15.0,0.0,1.0,2.3081081081080983,1.305,win,NY,IFVG,MARKET,SELL,Friday
1270,1.9387755102040816,64.0,3.86734693877551,15.0,0.0,1.0,3.744897959183748,-1.0053,loss,ASIA,IFVG,MARKET,SELL,Monday
1271,1.5058823529411764,88.0,4.458823529411765,15.0,0.0,1.0,0.43529411764693043,0.0,scratch,ASIA,IFVG,MARKET,SELL,Monday
1272,0.49122807017543857,26.0,4.590643274853801,15.0,0.0,1.0,3.3450292397662307,-1.0476,loss,NY,IFVG,MARKET,BUY,Monday
1273,1.942446043165468,54.0,5.64748201438849,15.0,0.0,1.0,0.40287769784168737,-0.0074,scratch,NY,CHoCH,LIMIT_DEGRADED,BUY,Monday
1274,3.7865853658536586,34.0,0.10975609756097561,15.0,0.0,0.0,5.054878048780743,0.0,scratch,ASIA,IFVG,MARKET,BUY,Tuesday
1275,2.087719298245614,32.0,14.391812865497077,11.0,0.0,1.0,1.9415204678363531,-1.0224,loss,NY,IFVG,MARKET,BUY,Tuesday
1276,1.0869565217391306,54.0,11.88888888888889,15.0,1.0,1.0,0.5797101449274484,-1.0222,loss,NY,CHoCH,LIMIT,BUY,Tuesday
1277,1.6491935483870968,29.0,0.40725806451612906,15.0,2.0,1.0,0.06854838709680353,-0.0073,scratch,ASIA,CHoCH,LIMIT,SELL,Wednesday
1278,1.7575757575757573,82.0,0.7651515151515151,15.0,0.0,1.0,2.992424242424449,2.0086,win,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Wednesday
1279,1.5857142857142859,14.0,1.042857142857143,14.0,0.0,1.0,1.550000000000052,-1.0045,loss,NY,IFVG,MARKET,BUY,Wednesday
1280,1.7588424437299035,60.0,0.4694533762057878,15.0,0.0,1.0,5.697749196141415,0.0,scratch,NY,IFVG,MARKET,BUY,Wednesday
1281,3.260869565217391,82.0,1.4130434782608696,13.0,0.0,1.0,9.152173913043557,1.3567,win,ASIA,IFVG,MARKET,SELL,Thursday
1282,2.251366120218579,20.0,4.524590163934426,9.0,0.0,1.0,2.923497267759513,-0.0073,scratch,NY,IFVG,MARKET,SELL,Thursday
1283,1.9706959706959706,38.0,3.032967032967033,13.0,0.0,1.0,0.5641025641025508,-1.0019,loss,NY,CHoCH,LIMIT_DEGRADED,SELL,Thursday
1284,1.4695652173913045,74.0,3.6,14.0,0.0,1.0,2.3913043478260874,-1.0089,loss,NY,IFVG,MARKET,SELL,Thursday
1285,1.0,12.0,1.226027397260274,15.0,0.0,1.0,0.27397260273978835,-0.0137,scratch,ASIA,IFVG,MARKET,SELL,Friday
1286,1.1555555555555554,54.0,1.325925925925926,13.0,1.0,1.0,4.429629629629643,0.0,scratch,ASIA,CHoCH,LIMIT,SELL,Friday
1287,1.2993630573248407,86.0,1.1401273885350318,15.0,0.0,1.0,0.5031847133760626,-1.0,loss,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Friday
1288,1.4834437086092715,10.0,3.6953642384105962,15.0,1.0,1.0,2.3245033112581215,-1.0134,loss,NY,CHoCH,LIMIT,BUY,Friday
1289,2.28135593220339,34.0,1.8915254237288135,14.0,0.0,1.0,2.186440677966194,-0.0015,scratch,NY,IFVG,MARKET,BUY,Friday
1290,3.250704225352113,68.0,1.571830985915493,9.0,0.0,1.0,2.6253521126761026,-0.0104,scratch,NY,IFVG,MARKET,BUY,Friday
1291,1.601503759398496,18.0,0.23308270676691728,15.0,1.0,1.0,2.466165413533643,-0.0282,loss,ASIA,CHoCH,LIMIT,SELL,Monday
1292,1.3628318584070798,86.0,0.27433628318584075,15.0,1.0,1.0,0.3539823008850363,-1.013,loss,ASIA,CHoCH,LIMIT,SELL,Monday
1293,2.791666666666667,106.0,0.3229166666666667,15.0,0.0,1.0,3.062500000000057,-0.0373,loss,ASIA,IFVG,MARKET,SELL,Monday
1294,1.1038961038961037,63.0,1.1515151515151516,15.0,2.0,1.0,0.46753246753243605,0.0,scratch,NY,CHoCH,LIMIT,SELL,Monday
1295,1.7188940092165899,88.0,1.2258064516129032,12.0,0.0,1.0,2.0645161290322664,-0.0161,scratch,NY,IFVG,MARKET,SELL,Monday
1296,1.931034482758621,16.0,0.5862068965517242,9.0,0.0,1.0,1.9310344827584327,1.5558,win,ASIA,IFVG,MARKET,BUY,Tuesday
1297,1.4514285714285715,18.0,7.125714285714286,15.0,0.0,1.0,2.4914285714286444,3.4716,win,NY,IFVG,MARKET,BUY,Tuesday
1298,1.0,15.0,1.4878048780487805,15.0,1.0,1.0,0.6829268292682261,-1.0366,loss,ASIA,CHoCH,LIMIT,SELL,Wednesday
1299,2.488095238095238,44.0,1.4523809523809523,15.0,0.0,1.0,5.2976190476193725,-1.0239,loss,ASIA,IFVG,MARKET,SELL,Wednesday
1300,0.7282608695652174,102.0,1.326086956521739,15.0,0.0,1.0,2.054347826086818,-0.0299,loss,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Wednesday
1301,2.3035714285714284,30.0,0.6562499999999999,9.0,0.0,1.0,5.035714285714374,4.7133,win,NY,IFVG,MARKET,BUY,Wednesday
1302,2.6666666666666665,54.0,1.9080459770114941,15.0,0.0,1.0,3.9770114942529156,1.6466,win,ASIA,IFVG,MARKET,BUY,Thursday
1303,1.5524861878453038,20.0,0.17679558011049723,15.0,0.0,1.0,1.2541436464088296,1.242,win,NY,IFVG,MARKET,BUY,Thursday
1304,2.2024539877300615,38.0,0.17791411042944785,15.0,0.0,1.0,2.7300613496931403,-0.0056,scratch,ASIA,IFVG,MARKET,BUY,Friday
1305,1.8172043010752688,108.0,0.31182795698924726,15.0,0.0,1.0,1.193548387096911,-1.0,loss,ASIA,IFVG,MARKET,BUY,Friday
1306,1.4657534246575343,19.0,2.636986301369863,15.0,1.0,1.0,1.3150684931507348,-0.014,scratch,NY,CHoCH,LIMIT,BUY,Friday
1307,1.267123287671233,53.0,1.3184931506849316,14.0,1.0,1.0,2.904109589041102,-1.0,loss,NY,CHoCH,LIMIT,BUY,Friday
1308,0.9901960784313725,62.0,1.2581699346405228,15.0,0.0,1.0,0.9803921568627451,-0.0231,loss,NY,IFVG,MARKET,BUY,Friday
1309,1.8026315789473686,107.0,1.9736842105263157,15.0,1.0,1.0,5.2368421052631815,-1.0,loss,ASIA,CHoCH,LIMIT,BUY,Monday
1310,1.1683673469387756,61.0,1.4795918367346939,11.0,1.0,1.0,1.066326530612319,-1.0131,loss,NY,CHoCH,LIMIT,SELL,Monday
1311,0.9718309859154929,94.0,2.0422535211267605,15.0,0.0,1.0,5.112676056337862,-1.029,loss,NY,IFVG,MARKET,SELL,Monday
1312,0.8115942028985509,108.0,2.101449275362319,15.0,0.0,1.0,1.398550724637892,0.0,scratch,NY,IFVG,MARKET,SELL,Monday
1313,1.3983739837398375,21.0,0.2601626016260163,11.0,1.0,1.0,0.6747967479674205,1.8256,win,ASIA,CHoCH,LIMIT,BUY,Tuesday
1314,1.3475609756097562,20.0,11.109756097560975,15.0,1.0,1.0,0.15853658536598678,-1.0,loss,NY,CHoCH,LIMIT,BUY,Tuesday
1315,3.2209737827715355,50.0,6.823970037453183,10.0,0.0,1.0,2.7078651685393327,-1.0012,loss,NY,IFVG,MARKET,BUY,Tuesday
1316,1.2129277566539924,86.0,6.927756653992395,14.0,1.0,1.0,1.406844106463982,-0.0031,scratch,NY,CHoCH,LIMIT,BUY,Tuesday
1317,2.1149425287356323,14.0,1.2988505747126435,15.0,0.0,1.0,0.5517241379310553,-0.0326,loss,ASIA,IFVG,MARKET,SELL,Wednesday
1318,1.859154929577465,34.0,1.5915492957746478,15.0,0.0,1.0,0.4647887323942637,-0.0606,loss,ASIA,IFVG,MARKET,SELL,Wednesday
1319,2.92,64.0,1.5066666666666666,15.0,0.0,1.0,1.7866666666668607,-1.0228,loss,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Wednesday
1320,2.7622950819672134,20.0,1.7131147540983607,15.0,0.0,1.0,4.713114754098361,-1.003,loss,NY,IFVG,MARKET,BUY,Wednesday
1321,1.1741573033707864,44.0,1.1741573033707864,15.0,0.0,1.0,3.2359550561796424,0.0,scratch,NY,IFVG,MARKET,BUY,Wednesday
1322,1.1749999999999998,78.0,1.30625,15.0,1.0,1.0,0.5937499999998863,-1.0319,loss,NY,CHoCH,LIMIT,BUY,Wednesday
1323,2.620437956204379,14.0,1.5620437956204378,15.0,0.0,1.0,0.7080291970801459,-1.0028,loss,ASIA,IFVG,MARKET,BUY,Thursday
1324,2.0420168067226894,68.0,1.7983193277310927,15.0,0.0,1.0,2.680672268907609,-1.0041,loss,ASIA,IFVG,MARKET,BUY,Thursday
1325,2.7112299465240643,58.0,2.0588235294117645,15.0,0.0,1.0,1.8288770053476324,-1.0039,loss,NY,IFVG,MARKET,SELL,Thursday
1326,2.503649635036496,112.0,2.81021897810219,15.0,0.0,1.0,4.357664233576828,-1.0,loss,NY,IFVG,MARKET,SELL,Thursday
1327,1.837837837837838,6.0,2.2027027027027026,15.0,0.0,0.0,1.0810810810807123,-0.0294,loss,ASIA,IFVG,MARKET,SELL,Friday
1328,1.232,63.0,1.3039999999999998,15.0,1.0,1.0,0.03200000000033469,5.4645,win,ASIA,CHoCH,LIMIT,SELL,Friday
1329,1.8964401294498383,74.0,0.11326860841423948,15.0,0.0,1.0,10.993527508090551,1.0051,win,NY,IFVG,MARKET,BUY,Friday
1330,1.9745762711864407,22.0,4.161016949152542,15.0,0.0,0.0,0.7796610169492142,-1.0172,loss,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Monday
1331,1.0396825396825398,44.0,3.8968253968253967,15.0,0.0,1.0,1.6269841269839105,1.1603,win,ASIA,IFVG,MARKET,SELL,Monday
1332,2.2746113989637307,52.0,0.2072538860103627,15.0,0.0,1.0,2.8549222797928593,-0.0137,scratch,NY,IFVG,MARKET,BUY,Monday
1333,2.2323651452282154,112.0,0.16597510373443983,15.0,0.0,1.0,5.68879668049794,-1.0074,loss,NY,IFVG,MARKET,BUY,Monday
1334,2.247191011235955,30.0,3.2134831460674156,15.0,0.0,0.0,2.516853932584535,-0.01,scratch,ASIA,IFVG,MARKET,BUY,Tuesday
1335,2.9239130434782608,74.0,3.1086956521739126,15.0,0.0,0.0,4.326086956521759,-1.0112,loss,ASIA,IFVG,MARKET,BUY,Tuesday
1336,1.6710526315789476,80.0,2.2280701754385968,15.0,0.0,1.0,0.8245614035086204,-1.0,loss,NY,CHoCH,LIMIT_DEGRADED,BUY,Tuesday
1337,2.131313131313131,94.0,2.5656565656565657,15.0,0.0,1.0,0.9090909090907713,-1.0,loss,NY,CHoCH,LIMIT_DEGRADED,BUY,Tuesday
1338,2.5567010309278353,24.0,2.3505154639175254,15.0,0.0,1.0,2.051546391752821,-1.0161,loss,ASIA,IFVG,MARKET,SELL,Wednesday
1339,1.103448275862069,86.0,2.6206896551724137,15.0,0.0,1.0,7.689655172413856,-1.0208,loss,ASIA,IFVG,MARKET,SELL,Wednesday
1340,1.2249999999999999,92.0,2.8499999999999996,15.0,0.0,1.0,0.024999999999977263,-1.0,loss,ASIA,IFVG,MARKET,SELL,Wednesday
1341,2.7007299270072993,28.0,3.1605839416058394,15.0,0.0,1.0,4.138686131386914,-1.0027,loss,NY,IFVG,MARKET,BUY,Wednesday
1342,1.6170212765957448,69.0,2.3031914893617023,15.0,1.0,1.0,3.521276595744865,-0.0066,scratch,NY,CHoCH,LIMIT,BUY,Wednesday
1343,1.2621359223300972,62.0,4.038834951456311,15.0,1.0,1.0,2.3009708737867434,6.7642,win,ASIA,CHoCH,LIMIT,BUY,Thursday
1344,2.25,6.0,9.121951219512196,15.0,1.0,1.0,1.0060975609756653,-1.0054,loss,NY,CHoCH,LIMIT,BUY,Thursday
1345,2.052401746724891,30.0,6.532751091703057,15.0,0.0,1.0,3.88209606986894,-1.0149,loss,NY,IFVG,MARKET,BUY,Thursday
1346,2.0497925311203318,46.0,6.20746887966805,15.0,0.0,1.0,2.0041493775935195,2.081,win,NY,IFVG,MARKET,BUY,Thursday
1347,1.5220588235294115,20.0,1.5294117647058822,15.0,0.0,1.0,2.9632352941176268,-0.0242,loss,NY,IFVG,MARKET,BUY,Friday
1348,1.620689655172414,20.0,0.8189655172413793,15.0,0.0,1.0,1.215517241379185,3.6143,win,ASIA,IFVG,MARKET,SELL,Monday
1349,2.0648648648648646,42.0,6.189189189189189,14.0,0.0,1.0,0.11891891891881076,-1.0026,loss,NY,IFVG,MARKET,BUY,Monday
1350,2.4232209737827715,80.0,4.288389513108614,12.0,0.0,1.0,2.895131086142329,-1.0077,loss,NY,IFVG,MARKET,BUY,Monday
1351,2.818941504178273,114.0,3.1894150417827296,12.0,0.0,1.0,3.9442896935932743,1.8591,win,NY,IFVG,MARKET,BUY,Monday
1352,2.4324324324324325,34.0,2.912162162162162,15.0,0.0,1.0,2.655405405405602,-1.0056,loss,NY,IFVG,MARKET,SELL,Tuesday
1353,2.5714285714285716,82.0,2.1989795918367347,15.0,0.0,1.0,1.5510204081634789,-0.0159,scratch,NY,IFVG,MARKET,SELL,Tuesday
1354,1.4159292035398232,106.0,1.907079646017699,15.0,0.0,1.0,0.8628318584069993,-1.0,loss,NY,IFVG,MARKET,SELL,Tuesday
1355,1.5932203389830508,62.0,2.1440677966101696,17.0,4.0,1.0,0.4915254237287519,5.7359,win,ASIA,CHoCH,LIMIT,BUY,Wednesday
1356,2.2802197802197806,38.0,0.967032967032967,15.0,0.0,1.0,3.868131868131848,-1.0072,loss,NY,IFVG,MARKET,SELL,Wednesday
1357,1.6886792452830188,100.0,0.830188679245283,15.0,0.0,1.0,2.5377358490566553,1.5028,win,NY,IFVG,MARKET,SELL,Wednesday
1358,1.9510309278350517,34.0,3.7706185567010313,15.0,0.0,1.0,4.8453608247421975,-0.0013,scratch,ASIA,IFVG,MARKET,BUY,Thursday
1359,1.4293948126801153,74.0,4.216138328530259,15.0,0.0,1.0,0.5677233429394236,-0.002,scratch,ASIA,CHoCH,LIMIT_DEGRADED,BUY,Thursday
1360,2.173809523809524,62.0,9.714285714285714,15.0,0.0,1.0,1.7190476190475714,-0.0263,loss,NY,IFVG,MARKET,SELL,Thursday
1361,0.8878326996197718,104.0,7.756653992395437,17.0,0.0,1.0,3.684410646387767,-1.0171,loss,NY,CHoCH,LIMIT_DEGRADED,SELL,Thursday
1362,0.6848249027237354,110.0,7.937743190661479,16.0,0.0,1.0,4.645914396887092,-0.0256,loss,NY,CHoCH,LIMIT_DEGRADED,SELL,Thursday
1363,2.518518518518518,64.0,0.7555555555555555,16.0,0.0,0.0,0.9851851851851312,-1.0118,loss,ASIA,CHoCH,LIMIT_DEGRADED,SELL,Friday
1364,1.683098591549296,76.0,0.7183098591549296,17.0,0.0,0.0,2.978873239436633,1.1423,win,ASIA,IFVG,MARKET,SELL,Friday
1365,2.272108843537415,20.0,1.732426303854875,17.0,0.0,1.0,0.8911564625849968,-1.005,loss,NY,IFVG,MARKET,BUY,Friday
1366,1.031390134529148,62.0,1.1420029895366217,17.0,0.0,1.0,3.2735426008968744,-0.0072,scratch,NY,IFVG,MARKET,BUY,Friday
1367,1.4324894514767932,92.0,1.611814345991561,17.0,0.0,1.0,0.3649789029535903,-1.0118,loss,NY,CHoCH,LIMIT_DEGRADED,BUY,Friday
1368,2.180161943319838,46.0,1.180161943319838,53.0,0.0,1.0,1.923076923076923,-1.0139,loss,ASIA,IFVG,MARKET,SELL,Monday
1369,2.8732590529247912,66.0,0.8119777158774374,52.0,0.0,1.0,0.3259052924791289,-1.0019,loss,ASIA,IFVG,MARKET,SELL,Monday
1370,1.3269230769230769,17.0,2.5801282051282053,17.0,1.0,1.0,4.605769230769341,-1.0169,loss,NY,CHoCH,LIMIT,BUY,Monday
1371,2.76984126984127,48.0,2.1296296296296298,17.0,0.0,1.0,3.0820105820106063,-0.0057,scratch,NY,IFVG,MARKET,BUY,Monday
1372,1.3823529411764708,48.0,1.5,17.0,0.0,1.0,5.847058823529444,1.2128,win,ASIA,IFVG,MARKET,SELL,Tuesday
1373,1.9796610169491524,30.0,5.728813559322033,15.0,0.0,1.0,3.738983050847525,-1.0068,loss,NY,IFVG,MARKET,BUY,Tuesday
1374,2.5754716981132075,68.0,7.971698113207546,15.0,0.0,1.0,1.3726415094338935,1.2821,win,NY,IFVG,MARKET,BUY,Tuesday
1375,1.4748603351955307,19.0,0.45251396648044695,15.0,1.0,0.0,2.58938547486033,-1.0,loss,ASIA,CHoCH,LIMIT,SELL,Wednesday
1376,2.625,36.0,0.5625000000000001,15.0,0.0,0.0,0.8020833333334723,-1.0159,loss,ASIA,IFVG,MARKET,SELL,Wednesday
1377,3.238839285714285,68.0,10.787946428571427,21.0,0.0,1.0,3.5424107142857912,1.3205,win,NY,IFVG,MARKET,BUY,Wednesday
1378,1.7325102880658434,8.0,1.7572016460905346,21.0,0.0,0.0,0.46090534979419373,1.7648,win,ASIA,IFVG,MARKET,BUY,Thursday
1379,1.1494661921708185,24.0,5.569395017793594,20.0,1.0,1.0,0.4056939501778906,-0.0217,loss,NY,CHoCH,LIMIT,BUY,Thursday
1380,2.139423076923077,46.0,3.762019230769231,7.0,0.0,1.0,1.5865384615384397,-0.0169,scratch,NY,IFVG,MARKET,BUY,Thursday
1381,0.9431818181818181,114.0,4.4460227272727275,20.0,1.0,1.0,1.5056818181818699,-1.012,loss,NY,CHoCH,LIMIT,BUY,Thursday
1382,2.3489583333333335,12.0,1.7916666666666667,17.0,0.0,1.0,1.2031250000002085,4.1161,win,ASIA,IFVG,MARKET,BUY,Friday
1383,1.2408536585365855,26.0,1.4268292682926829,17.0,1.0,1.0,0.10975609756101444,1.0541,win,NY,CHoCH,LIMIT,BUY,Friday
1384,2.1363636363636367,32.0,1.898989898989899,20.0,1.0,1.0,0.18181818181824613,-1.0142,loss,ASIA,CHoCH,LIMIT,BUY,Monday
1385,0.7441860465116279,56.0,2.186046511627907,17.0,1.0,1.0,2.1511627906978332,-1.0,loss,ASIA,CHoCH,LIMIT,BUY,Monday
1386,1.2281879194630874,119.0,1.261744966442953,15.0,5.0,1.0,1.2785234899328677,-0.0082,scratch,ASIA,CHoCH,LIMIT,BUY,Monday
1387,1.9520958083832334,8.0,1.5928143712574852,23.0,0.0,1.0,1.1077844311376701,-0.0307,loss,NY,IFVG,MARKET,SELL,Monday
1388,1.5973154362416107,92.0,0.5950782997762865,18.0,0.0,1.0,0.7024608501118283,-1.0028,loss,NY,IFVG,MARKET,SELL,Monday
1389,1.537859007832898,112.0,0.6945169712793734,18.0,0.0,1.0,1.120104438642288,-0.0051,scratch,NY,CHoCH,LIMIT_DEGRADED,SELL,Monday
1390,2.611650485436893,14.0,0.1941747572815534,18.0,0.0,0.0,0.9029126213590644,-1.0669,loss,ASIA,IFVG,MARKET,BUY,Tuesday
1391,2.3852459016393444,66.0,0.1639344262295082,19.0,1.0,0.0,1.073770491803234,2.1649,win,ASIA,CHoCH,LIMIT,BUY,Tuesday
1392,2.005917159763314,20.0,1.3668639053254439,12.0,0.0,1.0,3.875739644970522,1.0649,win,NY,IFVG,MARKET,SELL,Tuesday
1393,2.0670103092783503,62.0,5.994845360824743,18.0,0.0,1.0,0.005154639175370247,-0.0025,scratch,ASIA,IFVG,MARKET,BUY,Wednesday
1394,1.5796178343949043,98.0,3.7038216560509554,18.0,0.0,1.0,3.659235668789884,1.3528,win,ASIA,CHoCH,LIMIT_DEGRADED,BUY,Wednesday
1395,2.622775800711744,53.0,8.597864768683275,18.0,1.0,1.0,1.41992882562286,-1.0,loss,NY,CHoCH,LIMIT,BUY,Wednesday
1396,2.061290322580645,88.0,7.793548387096774,18.0,0.0,1.0,1.9129032258063987,-1.0078,loss,NY,IFVG,MARKET,BUY,Wednesday
1397,2.0371517027863777,108.0,7.479876160990712,19.0,0.0,1.0,0.6501547987615818,5.6026,win,NY,IFVG,MARKET,BUY,Wednesday
1398,2.803571428571429,34.0,0.886904761904762,20.0,0.0,1.0,2.8869047619049786,-0.0042,scratch,ASIA,IFVG,MARKET,SELL,Thursday
1399,1.2926829268292683,86.0,0.519163763066202,18.0,0.0,1.0,2.8118466898955274,2.4771,win,ASIA,IFVG,MARKET,SELL,Thursday
1400,3.73943661971831,22.0,2.471830985915493,19.0,0.0,1.0,4.376760563380384,-0.0009,scratch,NY,IFVG,MARKET,SELL,Thursday
